Get Shorty|Barry Sonnenfeld|John Travolta&&Gene Hackman&&Rene Russo&&Danny DeVito&&Dennis Farina&&Delroy Lindo&&James Gandolfini&&Jon Gries&&Renee Props&&David Paymer&&Martin Ferrero&&Miguel Sandoval&&Jacob Vargas&&Linda Hart&&Bobby Slayton&&Ron Karabatsos&&Alison Waddell&&Amber Waddell&&John Cothran Jr.&&Jack Conley&&Bernard Hocke&&Big Daddy Wayne&&Jay Montalvo&&Carlease Burke&&Vito Scotti&&Rino Piccolo&&Alfred Dennis&&Ralph Manza&&Zed Frizzelle&&Harry Victor&&Patrick Breen&&Barry Sonnenfeld&&Donna W. Scott&&Zack Phifer&&Greg Goossen&&Stephanie Kemp&&Rebeca Arthur&&Jeffrey J. Stephen&&Ernest 'Chili' Palmer&&Leslie Bega&&Brian Reed Garvin&&David Groh&&Harvey Keitel&&Penny Marshall&&Bette Midler&&Alex Rocco|Danny DeVito&&Graham Place&&Susan Ringo&&Michael Shamberg&&Stacey Sher&&Barry Sonnenfeld|Elmore Leonard&&Scott Frank|USA|English|1995|Comedy&&Crime&&Thriller|32049|6.9|105|Some guys get all the luck, whether they like it or not. Chili Palmer happens to be in Hollywood collecting a gambling debt when he's struck by lightning (not literally). Called a natural for the movie business, he's snagged up by a producer. The rest is history.::Joshua Davis <xtnb64a@prodigy.com>&&Chili Palmer, a Miami mobster, loan-sharks for Ray Bones, a violent thug with a big chip on his shoulder. Ray sends Chili to Vegas after a bad debt, and a casino boss enlists Chili to find an even bigger deadbeat: Harry Zimm, Hollywood player and producer of low-budget horror films. In Tinseltown, Chili meets Harry, as well as his scream- queen leading lady, Karen Flores; Harry's drug-dealing financier, Bo Catlett; and Karen's ex, Martin Weir (aka "Shorty"), a big star with an ego to match. Chili finds his Mafioso skills lend themselves quite nicely to what he's always really wanted to do: producing movies.::Marty Cassady <martyc@vt.edu>|http://ia.media-imdb.com/images/M/MV5BMTIzMzk3NDgwNV5BMl5BanBnXkFtZTcwMDEzNDcyMQ@@._V1._SX100_SY126_.jpg
Copycat|Jon Amiel|Sigourney Weaver&&Holly Hunter&&Dermot Mulroney&&William McNamara&&Harry Connick Jr.&&J.E. Freeman&&Will Patton&&John Rothman&&Shannon O'Hurley&&Bob Greene&&Tony Haney&&Danny Kovacs&&Tahmus Rounds&&Scott DeVenney&&David Michael Silverman&&Diane Amos&&Richard Conti&&Nick Scoggin&&Bert Kinyon&&Dennis Richmond&&Rob Nilsson&&Kenny Kwong&&Charles Branklyn&&Kelly DeMartino&&Rebecca Klingler&&Terry Brown&&Corie Henninger&&Bill Bonham&&Kathleen Stefano&&Chris Beale&&Hansford Prince&&Don West&&Jay Jacobus&&John Charles Morris&&Keith Phillips&&Johnetta Shearer&&Ron Kaell&&Kelvin Han Yee&&James Cunningham&&Victor Talmadge&&Brian Keith Russell&&Damon Lawner&&Russ Christoff&&Doug Morrisson&&Edith Bryson&&Jeni Chua&&William Oates&&Lee Kopp&&Thomas J. Fieweger&&Floyd Gale Holland&&Anthony Moore&&Stephanie Smith&&S.J. Spinali&&Katherine Fitzhugh&&Robert Benscoter&&Arlon G. Greene&&Stuart W. Yee&&Vincenetta Gunn&&David Ferguson&&Eleva Singleton&&Gena Bingham&&Brian Banowetz&&Jon Briddell&&Monique Carmona&&Bob Dini&&Ron Roggé&&Jeff Scott&&Tracey Silver&&Joseph Quinn Simpkins|Joseph M. Caracciolo Jr.&&John Fiedler&&Arnon Milchan&&Michael G. Nathanson&&Mark Tarlov|Ann Biderman&&David Madsen|USA|English|1995|Crime&&Horror&&Mystery&&Thriller|16414|6.5|123|Criminal profiler and psychologist Dr Helen Hudson becomes entangled in the deadly mind game of a vicious copycat serial killer Peter Foley. Due to the horrific attack Helen suffered in her past as an agoraphobic she is confined to her apartment. The killer uses this against her in his murderous attempts to become a famous serial killer. Detectives M. J Monahan and Reuben Goetz they have the challenge of trying to capture the killer before he kills again and uses his chance to commit another atrocious murder.::Clare Brace <yanknanny99@hotmail.com>&&Helen Hudson is a psychiatrist who specializes in serial killers. She suffers from agoraphobia and her only link to the outside world is her computer. A serial killer who copies the methods of famous serial killers (hence the title) threatens her on-line. Holly Hunter plays a cop who is on the trail of the killer. Together they try to identify him and, hopefully, dispatch him.::Miljen Matijasevic <sammatij@filozof.ffzg.hr>|http://ia.media-imdb.com/images/M/MV5BMTI5NTU4MDk0MF5BMl5BanBnXkFtZTcwNDIwMTYyMQ@@._V1._SX100_SY76_.jpg
Assassins|Richard Donner|Sylvester Stallone&&Antonio Banderas&&Julianne Moore&&Anatoli Davydov&&Muse Watson&&Steve Kahan&&Kelly Rowan&&Reed Diamond&&Kai Wulff&&Kerry Skalsky&&James Douglas Haskins&&Stephen Liska&&John Harms&&Edward J. Rosen&&Christina Orchid&&Bruce R. Orchid&&James Oliver&&Sue Carolyn Wise&&Ron Ben Jarrett&&Marian Collier&&Dave Young&&Ragna Sigrun&&Mark Woodford&&Anibal O. Lleras&&Marta Labatut&&Choco Orta&&Ivonne Piazza&&Ángel Vázquez&&Axel Anderson&&David Dollase&&Jim Graham&&Wally Dalton&&Paul Tuerpe&&John Procaccino&&Nerissa E. Williams&&Juan Manuel Lebrón&&Eddie Bellaflores&&Thomas Helgeland&&James W. Gavin&&Scott Stuber&&Richard Blum&&Michael DeCourcey&&Whitey Shapiro&&Stefan Enriquez&&Fulvio Cecere&&Shirley Oliver&&Eric Sather&&Wally Gudgell&&J. Mills Goodloe&&Peter Sebastian Lackaff&&John Lamar&&Ernie Hall&&Calli Medved&&Robert Sanders&&Rhonda J. Osborne&&Christina Herrera&&Cary Sanchez&&Frank R. Jimenez Jr.&&Jeff King&&David 'Shark' Fralick&&Bob Minor&&Barbara Anne Klein&&Michael Taylor Donovan&&Heather L. Hatley&&Germán Legarreta&&Erik L. Nelson&&Bruce Reutlinger&&Rey-Phillip Santos|Alexander B. Collett&&Dan Cracchiolo&&Dino De Laurentiis&&Richard Donner&&Julie Durk&&Bruce A. Evans&&Karyn Fields&&Raynold Gideon&&J. Mills Goodloe&&Andrew Lazar&&Tony Munafo&&Cynthia Neber&&Ilyse A. Reutlinger&&Lauren Shuler Donner&&Joel Silver&&Richard Solomon&&Jim Van Wyck|Andy Wachowski&&Lana Wachowski&&Andy Wachowski&&Lana Wachowski&&Brian Helgeland|USA&&France|English&&German&&Spanish|1995|Action&&Thriller&&Crime|21911|5.9|132|Robert Rath is a seasoned hitman who just wants out of the business with no back talk. But, as things go, it ain't so easy. A younger, peppier assassin named Bain is having a field day trying to kill said older assassin. Rath teams up with a computer hacker named Electra to defeat the obsessed Bain.::Joshua Davis <xtnb64a@prodigy.com>&&Robert Rath, who lives in Portland, Oregon, is a professional hit man. He does his business via the electronic superhighway, making contact by fax modem and collecting his money by wire transfer. Ten years ago, Robert fulfilled a contract to kill Russian crime boss Nicolai Tashlinkov. Now, Robert has been given a contract to kill crime boss Alan Branch, but someone else shows up and kills Branch, stealing the contract from Robert. Robert soon discovers that it was vicious rival hitman Miguel Bain who stole the contract. Bain is as ruthless as Robert is principled. Robert won't fire randomly into a crowd, for fear of killing innocent bystanders. Bain treats civilians like they're the next best thing to body armor. Robert is by now getting tired of killing people, so he wants to retire. But he decides to take one more job, the target being a Seattle woman named Electra, who is a surveillance expert and information thief who will be selling a floppy disk of stolen data to a group of Dutch buyers led by a man named Remy. Before Robert can do anything, Bain shows up and kills the four Dutch buyers. Robert, who has the disk, declares himself retired and becomes Electra's protector because Bain is determined to kill Robert and Electra and get the disk.::Todd Baldridge|http://ia.media-imdb.com/images/M/MV5BMTY4OTUwMDY0Ml5BMl5BanBnXkFtZTcwMTg1NDcyMQ@@._V1._SX100_SY137_.jpg
Powder|Victor Salva|Mary Steenburgen&&Sean Patrick Flanery&&Lance Henriksen&&Jeff Goldblum&&Brandon Smith&&Bradford Tatum&&Susan Tyrrell&&Missy Crider&&Ray Wise&&Esteban Powell&&Reed Frerichs&&Chad Cox&&Joe Marchman&&Phil Hayes&&Danette McMahon&&Tom Tarantini&&Woody Watson&&Alex Morris&&Brady Coleman&&Barry Berfield&&Paula Engel&&Meason Wiley&&Dee Macaluso&&James Huston&&Bill Grant-Minchen&&Bonnie Gallup&&Sean Cain&&David Scott Heck&&Darla Rae&&Barry Strickland|Roger Birnbaum&&Riley Kathryn Ellis&&Daniel Grodnik&&Dennis Murphy&&Robert Snukal|Victor Salva|USA|English|1995|Drama&&Fantasy&&Mystery&&Sci-Fi&&Thriller|10355|6.1|111|When sheriff Barnum investigates the death of an elderly rural resident, he discovers a teenage grandson living in the basement. Raised by his grandparents, he has experienced the world only through books, never leaving the family farm. He is sent to a state home for boys where he has trouble fitting in socially. His odd appearance and unusual abilities cause the small town residents to fear and ridicule him. However, not all are afraid. Some begin to view his potential and gifts with wonderment.::Robert B. Young <youngb@tastemaker.com>&&Harassed by classmates who won't accept his shocking appearance, a shy young man known as "Powder" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined.::Dave Dustin <dave@eclipsnz.manawatu.gen.nz>|http://ia.media-imdb.com/images/M/MV5BMTIwMTQ3MjY2M15BMl5BanBnXkFtZTcwMTQ0NDUyMQ@@._V1._SX99_SY140_.jpg
Leaving Las Vegas|Mike Figgis|Nicolas Cage&&Elisabeth Shue&&Julian Sands&&Richard Lewis&&Steven Weber&&Kim Adams&&Emily Procter&&Stuart Regen&&Valeria Golino&&Graham Beckel&&Albert Henderson&&Shashi Bhatia&&Carey Lowell&&Anne Lange&&Thomas Kopache&&Vincent Ward&&Lucinda Jenney&&French Stewart&&Ed Lauter&&Waldemar Kalinowski&&Mike Figgis&&David Kriegel&&Bill Thompson&&Marek Stabrowski&&R. Lee Ermey&&Mariska Hargitay&&Danny Huston&&Laurie Metcalf&&David Brisbin&&Shawnee Smith&&Paul Quinn&&Julian Lennon&&Tracy Thorne&&Bob Rafelson&&Susan Barnes&&Marc Coppola&&Michael A. Goorjian&&Jeremy Jordan&&Davidlee Willson&&Xander Berkeley&&Sergio Premoli&&Gordon Michaels&&Lou Rawls&&Camille King&&Walter Ludwig&&Walt G. Ludwig|Lila Cazès&&Marc S. Fischer&&Stuart Regen&&Paige Simpson&&Annie Stewart|John O'Brien&&Mike Figgis|France&&USA&&UK|English&&Russian|1995|Drama&&Romance|39990|7.6|111|Because his wife left him and took his son with her, screenwriter Ben Anderson has started drinking, a lot. He's getting more and more isolated and he troubles women in bars because he wants to have sex with them. When he gets fired, he decides to leave everything behind and move to Las Vegas and drink himself to death. In Las Vegas he meets Sera, a prostitute with some problems as well who he moves in with.::Marco van Hoof <k_luifje7@hotmail.com>|http://ia.media-imdb.com/images/M/MV5BMTIzOTEzMzQwNF5BMl5BanBnXkFtZTcwNjE0MTYyMQ@@._V1._SX94_SY140_.jpg
Othello|Oliver Parker|Laurence Fishburne&&Irène Jacob&&Kenneth Branagh&&Nathaniel Parker&&Michael Maloney&&Anna Patrick&&Nicholas Farrell&&Indra Ové&&Michael Sheen&&André Oumansky&&Philip Locke&&John Savident&&Gabriele Ferzetti&&Pierre Vaneck|David Barron&&Jonathan Olsberg&&Luc Roeg|William Shakespeare&&Oliver Parker|USA&&UK|English|1995|Drama&&Romance|4104|6.9|123|Iago convinces Othello, The Moor of Venice that his wife, Desdemona has been unfaithful. Iago is an evil, manipulative character with his own agenda. A plot of jealousy and rage transpires in this classic Shakespearean tale.::Jason Ihle <jrihl@conncoll.edu>|http://ia.media-imdb.com/images/M/MV5BMTIxMzA2ODk2NV5BMl5BanBnXkFtZTcwMzQ4ODIyMQ@@._V1._SX100_SY140_.jpg
Now and Then|Lesli Linka Glatter|Christina Ricci&&Rosie O'Donnell&&Thora Birch&&Melanie Griffith&&Gaby Hoffmann&&Demi Moore&&Ashleigh Aston Moore&&Rita Wilson&&Devon Sawa&&Walter Sparrow&&Cloris Leachman&&Lolita Davidovich&&Janeane Garofalo&&Hank Azaria&&Bonnie Hunt&&Rumer Willis&&Bradley Coryell&&Justin Humphrey&&Travis Robertson&&James Wilson Keane&&Ric Reitz&&Kellen Crosby&&Joey Stinson&&James Paul Cleckler&&Tucker Stone&&Carl Espy&&Jamison B. Dowd&&Beverly Shelton&&Geoff McKnight&&T.S. Morgan&&Alice Tew&&Rand Courtney&&Brendan Fraser&&Brandon Kleyla|I. Marlene King&&Eric McLeod&&Demi Moore&&Jennifer Todd&&Suzanne Todd|I. Marlene King|USA|English|1995|Comedy&&Drama&&Romance|9585|6.0|100|Four childhood friends gather together to prepare for the birth of Chrissey's baby. While together, they reminisce about when they were kids in 1970.::Joshua Davis <xtnb64a@prodigy.com>&&Roberta, Teeny, Samantha and Chrissy have been busy growing up, but they always remembered the promise they made to be there for each other. Now they're together again to relive the greatest summer of their lives.::Anonymous|http://ia.media-imdb.com/images/M/MV5BMTY4MjMwNzA1NF5BMl5BanBnXkFtZTcwNzEwNTYyMQ@@._V1._SX99_SY140_.jpg
Persuasion|Roger Michell|Amanda Root&&Ciarán Hinds&&Susan Fleetwood&&Corin Redgrave&&Fiona Shaw&&John Woodvine&&Phoebe Nicholls&&Samuel West&&Sophie Thompson&&Judy Cornwell&&Simon Russell Beale&&Felicity Dean&&Roger Hammond&&Emma Roberts&&Victoria Hamilton&&Robert Glenister&&Richard McCabe&&Helen Schlesinger&&Jane Wood&&David Collings&&Darlene Johnson&&Cinnamon Faye&&Isaac Maxwell-Hunt&&Roger Llewellyn&&Sally George&&David Acton&&Justin Avoth&&Lonnie James&&Roger Watkins&&David Plummer&&Richard Brenner&&Bill McGuirk&&Niall Refoy&&Ken Shorter&&Dermot Kerrigan&&Tom Rigby&&Alex Wilman&&Rosa Mannion|Rebecca Eaton&&George Faber&&George Faber&&Fiona Finlay&&Margot Hayhoe|Jane Austen&&Nick Dear|UK&&USA&&France|English|1995|Romance&&Drama|3861|7.5|107|Eight years earlier, Anne Elliot, the daughter of a financially troubled aristocratic family, was persuaded to break off her engagement to Frederick Wentworth, a young seaman, who, though promising, had poor family connections. When her father rents out the family estate to Admiral Croft, Anne is thrown into company with Frederick, because his sister is Mrs. Croft. Frederick is now a rich and successful Captain, and a highly eligible bachelor. Whom will he marry? One of Anne's sister's husband's sisters? Or will he and Anne rekindle the old flame?::John Oswalt <jao@jao.com>&&In 1814 England, 27-year old Anne Elliot lives an oppressive life with her father, Sir Walter Elliot of Kellynch Hall, and her elder sister Elizabeth, both of whom are incurable snobs. Eight and a half years ago, Anne been persuaded to refuse an offer of marriage from the man she loved, a young naval officer of no position or fortune. Now, after the Napoleonic wars, Captain Wentworth has gained both rank and money, and chance has thrown them together again. Anne finds herself confronted with thoughts of might-have-been as she watches Wentworth court her brother-in-law's sister, Louisa. But an accident causes Wentworth to realize whom he truly cares for, and he follows Anne to Bath. But her cousin William (the heir to Kellynch Hall) is also pursuing her and is rumored to be engaged to Anne. And she must overcome this last obstacle before she can persuade Captain Wentworth as to the true nature of her affections.::Kathy Li|http://ia.media-imdb.com/images/M/MV5BNTQ2NDkxNzUwNF5BMl5BanBnXkFtZTcwMzE4NTcyMQ@@._V1._SX100_SY130_.jpg
Les enfants de la cité perdue|Eric Caro|Pierre Buffin&&Marc Caro&&Jean-Claude Dreyfus&&Daniel Emilfork&&Jean-Paul Gaultier&&Jean-Pierre Jeunet&&Laure Lacroix&&Arnauld Lamorlette&&Ron Perlman&&Dominique Pinon&&Pitof&&Jean Rabasse&&Judith Vittet&&Geneviève Brunet&&Odile Mallet|emptyProducer|emptyWriter|France|English&&French|1995|Documentary&&Short|49|7.2|26|emptyPlot|emptyCover
Yao a yao yao dao waipo qiao|Yimou Zhang|Li Gong&&Baotian Li&&Wang Xiaoxiao&&Xuejian Li&&Chun Sun&&Biao Fu&&Shu Chen&&Jiang Liu&&Baoying Jiang&&Yang Qianquan&&Ying Gao&&Weiming Gao&&Lian Shuliang&&Wang Ya'nan&&Zhang Yayun&&Guo Hao&&Jiasheng Zhen&&Ni Zengshao&&An Xing&&Jia Shijun&&Jiankang Jiang&&Jiangang Yu&&Li Dou&&Xijun Gu&&Hao Kuo&&Min Wang&&Jiankuo Yu|Yves Marmion&&Jean-Louis Piel&&Wang Wei&&Yigong Wu&&Yongde Zhu|Bi Feiyu&&Li Xiao|France&&China|Mandarin|1995|Crime&&Drama|2510|7.2|Canada:108|Uncle Liu brings his cousin to Shanghai to work for 'Boss,' the leader of a powerful drug empire in the 1930's. Shuisheng, a simple country boy is awed and overwhelmed by the opulence and immense wealth he is suddenly surrounded by. He is to be the attendant of Xiao Jingbao, the new mistress of 'Boss.' While he fumbles with the demands of his new role, much intrigue is going on around him, well beyond his bewildered perception. Xiao Jingbao is having a tumultuous affair, Fat Yu is starting a gang war, and 'Boss' is beginning to suspect that one of his trusted men is not loyal.::Tad Dibbern <DIBBERN_D@a1.mscf.upenn.edu>|http://ia.media-imdb.com/images/M/MV5BMTgyMzAwOTQyNF5BMl5BanBnXkFtZTcwNDU1MjgxMQ@@._V1._SX96_SY140_.jpg
Dangerous Minds|John N. Smith|Michelle Pfeiffer&&George Dzundza&&Courtney B. Vance&&Robin Bartlett&&Beatrice Winde&&John Neville&&Lorraine Toussaint&&Renoly Santiago&&Wade Dominguez&&Bruklin Harris&&Marcello Thedford&&Roberto Alvarez&&Richard Grant&&Marisela Gonzales&&Toni Nichelle Buzhardt&&Norris Young&&Rahman Ibraheem&&Desire Galvez&&Wilson Limpo&&Raymond Grant&&Veronica Robles&&Michael Archuleta&&Deshanda Carter&&Ebony Jerido&&Brandi Younger&&Asia Minor&&Karina Arroyave&&Paula Garcés&&Ivan Sergei&&Mark Prince Edwards&&Ismael Archuleta&&Skye Bassett&&Gaura Vani Buchwald&&Cynthia Avila&&Roman Cisneros&&Camille Winbush&&Al Israel&&Brian Anthony&&Jason Gutman&&Lara Spotts&&Danny Strong&&Boris Vaks&&Irene Olga López&&Jeff Feringa&&Sarah Marshall&&Freez Luv&&Andy Garcia&&Rico E. Anderson&&Nathan Bexton&&J. Neil Bloomer&&Kim Giancaterino&&Sarah Krasner&&William Peña&&Victor Togunde|Jerry Bruckheimer&&Lucas Foster&&Kate Guinzburg&&Sandra Rabins&&Don Simpson|LouAnne Johnson&&Ronald Bass|USA|English|1995|Crime&&Drama&&Thriller|16125|5.9|99|Louanne Johnson is an ex-marine, hired as a teacher in a high-school in a poor area of the city. She has recently separated from her husband. Her friend, also teacher in the school, got the temporary job for her. After a terrible reception from the students, she tries unconventional methods of teaching (using karate, Bob Dylan lyrics etc) to gain the trust of the students.::Claudio Carvalho, Rio de Janeiro, Brazil|http://ia.media-imdb.com/images/M/MV5BMTU1OTYxMjYzNl5BMl5BanBnXkFtZTcwNTU1MzQyMQ@@._V1._SX98_SY140_.jpg
Twelve Monkeys|Terry Gilliam|Joseph Melito&&Bruce Willis&&Jon Seda&&Michael Chance&&Vernon Campbell&&H. Michael Walls&&Bob Adrian&&Simon Jones&&Carol Florence&&Bill Raymond&&Ernest Abuba&&Irma St. Paule&&Madeleine Stowe&&Joey Perillo&&Bruce Kirkpatrick&&Wilfred Williams&&Rozwill Young&&Brad Pitt&&Nell Johnson&&Frederick Strother&&Rick Warner&&Frank Gorshin&&Anthony 'Chip' Brienza&&Joilet Harris&&Drucie McDaniel&&John Blaisse&&Louis Lippa&&Stan Kang&&Pat Dias&&Aaron Michael Lacey&&David Morse&&Charles Techman&&Jann Ellis&&Johnnie Hobbs Jr.&&Janet Zappala&&Thomas Roy&&Harry O'Toole&&Yuri Korchenko&&Chuck Jeffreys&&Lisa Gay Hamilton&&Felix Pire&&Matt Ross&&Barry Price&&John Panzarella&&Christopher Plummer&&Larry Daly&&Arthur Fennell&&Karl Warren&&Christopher Meloni&&Paul Meshejian&&Robert O'Neill&&Kevin Thigpen&&Lee Golden&&Joseph McKenna&&Jeff Tanner&&Faith Potts&&Michael Ryan Segal&&Annie Golden&&Lisa Talerico&&Stephen Bridgewater&&Ray Huffman&&Jodi Dawson&&Jack Dougherty&&Lenny Daniels&&Herbert C. Hauls Jr.&&Charley Scalies&&Carolyn Walker&&Tiffany Baldwin&&C.J. Byrnes&&Phillip V. Caruso&&Tom Detrik&&John Hagy&&Adam Hatley&&Julie Mabry&&Sal Mazzotta&&Roger Pratt&&Allelon Ruggiero&&Richard Stanley|Robert Cavallo&&Mark Egerton&&Robert Kosberg&&Gary Levinsohn&&Lloyd Phillips&&Charles Roven&&Kelley Smith-Wait|Chris Marker&&David Webb Peoples&&Janet Peoples|USA|English|1995|Mystery&&Sci-Fi&&Thriller|158477|8.1|129|An unknown and lethal virus has wiped out five billion people in 1996. Only 1% of the population has survived by the year 2035, and is forced to live underground. A convict (James Cole) reluctantly volunteers to be sent back in time to 1996 to gather information about the origin of the epidemic (who he's told was spread by a mysterious "Army of the Twelve Monkeys") and locate the virus before it mutates so that scientists can study it. Unfortunately Cole is mistakenly sent to 1990, six years earlier than expected, and is arrested and locked up in a mental institution, where he meets Dr. Kathryn Railly, a psychiatrist, and Jeffrey Goines, the insane son of a famous scientist and virus expert.::Giancarlo Cairella <vertigo@imdb.com>&&When Cole, a convict volunteer, is sent back in time to find information on a deadly virus that will destroy 5,000,000,000 members of the human race in 1996-1997, he mistakenly arrives in 1990. After explaining his plea to Dr. Kathryn Railly, he is placed in a mental institution. In 1996, he kidnaps Railly, using her to find the 12 Monkeys, a group of revolutionists that are planning to release the virus into select cities. But, he is wanted by the authorities for murder and kidnapping, plus he refuses to return to the future; he is in love with Railly.::Scott Morris <nute@mhv.net>&&Terry Gilliam's nightmarish low-tech/high-tech future vision takes place in 1997, after a deadly virus has killed 99% of the human population--forcing the survivors to flee beneath our planet's surface. This leaves the (other) animals topside, to rule the Earth once again. The scientists select James Cole, an imprisoned sociopath, to return to the past and gather information useful in the defense against this contagion. Once back in time, he is to investigate the mysterious 'Army of the Twelve Monkeys' and report his findings. Scientific, social, and political themes like time travel (and its inherent paradoxes and nested loops), mental illness, the nature of reality, animal rights, and the Armageddon-potential of unchecked technological advances are artfully and cleverly explored.::Tad Dibbern <DIBBERN_D@a1.mscf.upenn.edu>|http://ia.media-imdb.com/images/M/MV5BMTc3Mzc0NzMwMF5BMl5BanBnXkFtZTcwMzkxNDYyMQ@@._V1._SX97_SY140_.jpg
Wings of Courage|Jean-Jacques Annaud|Craig Sheffer&&Elizabeth McGovern&&Tom Hulce&&Val Kilmer&&Ken Pogue&&Ron Sauvé&&Freddy Andreiuci&&Balinder Johal&&Molly Parker&&Victor Formosa|Jean-Jacques Annaud&&Richard Briggs&&Antoine Compin&&Charis Horton|Alain Godard&&Jean-Jacques Annaud|USA&&France|English|1995|Adventure&&Short&&Romance|314|6.4|France:50&&USA:40|In 1920's South America a small group of French pilots struggle to prove they can offer a reliable airmail service over the Andes. When one of the young pilots crashes on such a flight he has to try and get back to civilization on foot. Back home, his wife and colleagues start to fear the worst.::Jeremy Perkins <jwp@aber.ac.uk>|http://ia.media-imdb.com/images/M/MV5BMTc3ODY1MjA3OF5BMl5BanBnXkFtZTcwODgzOTgyMQ@@._V1._SX78_SY140_.jpg
Babe|Chris Noonan|Christine Cavanaugh&&Miriam Margolyes&&Danny Mann&&Hugo Weaving&&Miriam Flynn&&Russi Taylor&&Evelyn Krape&&Michael Edward-Stevens&&Charles Bartlett&&Paul Livingston&&Roscoe Lee Browne&&James Cromwell&&Magda Szubanski&&Zoe Burton&&Paul Goddard&&Wade Hayward&&Brittany Byrnes&&Mary Acres&&Janet Foye&&Pamela Hawken&&Karen Gough&&David Webb&&Marshall Napier&&Hec Macmillan&&Ken Gregory&&Nicholas Lidstone&&Trevor Read&&Nicholas Blake&&Matthew Long&&John Doyle&&Mike Harris&&Ross Bagley&&Gemini Barnett&&Rachel Davey&&Debi Derryberry&&Jazz Raycole&&Courtland Mead&&Kevin Jamal Woods&&Jane Alden&&Kimberly Bailey&&Patrika Darbo&&Michelle Davison&&Julie Forsyth&&Maeve Germaine&&Rosanna Huffman&&Carlyle King&&Tina Lifford&&Gennie Nevinson&&Mary Linda Phillips&&Paige Pollack&&Kerry Walker&&Barbara Harris&&Jacqueline Brennan&&Doug Burch&&John Erwin&&Doris Grau&&Tony Hughes&&Linda Janssen&&Daamen J. Krall&&Charlie MacLean&&Justin Monjo&&Antonia Murphy&&Helen O'Connor&&Neil Ross&&Scott Vernon&&Karl Lewis Miller|Catherine Barber&&Philip Hearnshaw&&Bill Miller&&George Miller&&Doug Mitchell&&Daphne Paris|Dick King-Smith&&George Miller&&Chris Noonan|Australia&&USA|English|1995|Adventure&&Drama&&Family&&Fantasy|34030|7.3|89|Farmer Hoggett wins a runt piglet at a local fair and young Babe, as the piglet decides to call himself, befriends and learns about all the other creatures on the farm. He becomes special friends with one of the sheepdogs, Fly. With Fly's help, and Farmer Hoggett's intuition, Babe embarks on a career in sheepherding with some surprising and spectacular results.::Kathy Li&&Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mom, Babe realizes that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget Knows it. With the help of the sheep dogs Babe learns that a pig can be anything that he wants to be.::Eric Hines <Hedgehog@netrix.net>|http://ia.media-imdb.com/images/M/MV5BMTIwNzY2OTIzN15BMl5BanBnXkFtZTcwNjcxODAzMQ@@._V1._SX100_SY139_.jpg
Carrington|Christopher Hampton|Emma Thompson&&Jonathan Pryce&&Steven Waddington&&Samuel West&&Rufus Sewell&&Penelope Wilton&&Janet McTeer&&Peter Blythe&&Jeremy Northam&&Alex Kingston&&Sebastian Harcombe&&Richard Clifford&&David Ryall&&Stephen Boxer&&Annabel Mullion&&Gary Turner&&Georgiana Dacombe&&Helen Blatch&&Neville Phillips&&Christopher Birch&&Daniel Betts&&Simon Bye&&Marzio Idoni|Francis Boespflug&&Philippe Carcassonne&&John McGrath&&Ronald Shedlo&&Chris Thompson&&Fabienne Vonier|Christopher Hampton&&Michael Holroyd|UK&&France|English|1995|Biography&&Drama&&Romance|2708|6.6|121|The story of the relationship between painter Dora Carrington and author Lytton Strachey in a World War One England of cottages and countryside. Although platonic due to Strachey's homosexuality, the relationship was nevertheless a deep and complicated one. When Carrington did develop a more physical relationship with soldier Ralph Partridge, Strachey was able to welcome him as a friend, although Partridge remained somewhat uneasy, not so much with Strachey's lifestyle and sexual orientation as with the fact that he was a conscientious objector.::Jeremy Perkins <jwp@aber.ac.uk>|http://ia.media-imdb.com/images/M/MV5BMTUxMjc5NTIwOF5BMl5BanBnXkFtZTcwMzcyMjQyMQ@@._V1._SX97_SY140_.jpg
